번호,영상ID,상태,사유,채널,제목,업로드일,길이,재생목록,문단수,글자수,주소
1,7wLWFYMflaw,성공,,초코서당(초명),나는 주식으로 부자가 될 수 있을까?,20260703,21:47,,17,11214,https://www.youtube.com/watch?v=7wLWFYMflaw
2,hdUj1lq2jXc,성공,,초코서당(초명),좋은 운이라면서 왜 힘든 걸까?,20260619,12:24,,9,6173,https://www.youtube.com/watch?v=hdUj1lq2jXc
3,yUcasHEzOzQ,성공,,초코서당(초명),식재가 과다하면 외향적일까?,20260612,11:03,,9,5852,https://www.youtube.com/watch?v=yUcasHEzOzQ
4,BfPwayJ1n0A,성공,,초코서당(초명),신왕한 사주란 무엇인가?,20260605,17:13,,18,8233,https://www.youtube.com/watch?v=BfPwayJ1n0A
5,1ZEmQmYM8bU,성공,,초코서당(초명),고전에서 말하는 부자 사주의 구조,20260529,10:53,,12,5325,https://www.youtube.com/watch?v=1ZEmQmYM8bU
6,dTzS50z6s7g,성공,,초코서당(초명),병오년 자오충의 의미,20260522,2:30,,2,1273,https://www.youtube.com/watch?v=dTzS50z6s7g
7,KwivNLfoGbE,성공,,초코서당(초명),병오년에 화(火)만 이야기하면 안 돼요,20260515,20:30,,15,10182,https://www.youtube.com/watch?v=KwivNLfoGbE
8,rNqihUidxvI,성공,,초코서당(초명),전왕사주는 폭발력이 강하다,20260508,24:01,,17,12115,https://www.youtube.com/watch?v=rNqihUidxvI
9,W0XO1ylzN7o,성공,,초코서당(초명),무관성 사주가 욕 먹는 이유,20260501,13:08,,11,7009,https://www.youtube.com/watch?v=W0XO1ylzN7o
10,vMdsdhZqQ_0,성공,,초코서당(초명),최고의 재성은 금 재성이다,20260424,10:31,,8,5380,https://www.youtube.com/watch?v=vMdsdhZqQ_0
11,YNrxFQj_FPY,성공,,초코서당(초명),신강과 신약에 대한 오해와 편견,20260313,10:40,,9,5146,https://www.youtube.com/watch?v=YNrxFQj_FPY
12,ahBYzr2eZn0,성공,,초코서당(초명),당신의 사주 실력이 늘지 않는 진짜 이유,20260218,3:57,,3,2046,https://www.youtube.com/watch?v=ahBYzr2eZn0
13,qRHyAyjFZLs,성공,,초코서당(초명),사주가 인생을 결정한다는 거짓말,20260213,22:52,,18,11599,https://www.youtube.com/watch?v=qRHyAyjFZLs
14,8Pf3hGzVprE,성공,,초코서당(초명),사주를 하나의 관점으로만 보지 맙시다,20260130,27:42,,25,13358,https://www.youtube.com/watch?v=8Pf3hGzVprE
15,kDvPEALXeLU,성공,,초코서당(초명),식상의 재능을 나만의 무기로 만드려면?,20260109,26:38,,20,13779,https://www.youtube.com/watch?v=kDvPEALXeLU
16,1QFaCE4FucA,성공,,초코서당(초명),어떤 사주가 회사생활이 힘들까,20251226,22:41,,19,12040,https://www.youtube.com/watch?v=1QFaCE4FucA
17,uIfCv_XngN8,성공,,초코서당(초명),사주 편재 운의 작용 원리,20251219,28:28,,22,14541,https://www.youtube.com/watch?v=uIfCv_XngN8
18,KiV4DcjtMpA,성공,,초코서당(초명),치우친 사주는 폭발력이 강하다,20251219,29:42,,27,15824,https://www.youtube.com/watch?v=KiV4DcjtMpA
19,bFfowUX0rjY,성공,,초코서당(초명),화(火)가 들어와야 대박이 터지는 사주,20251212,24:02,,20,12679,https://www.youtube.com/watch?v=bFfowUX0rjY
20,Al8o55wAqy4,성공,,초코서당(초명),겨울생인데 불이 위험한 사주,20251205,13:06,,10,6866,https://www.youtube.com/watch?v=Al8o55wAqy4
21,A8rWK0luiWQ,성공,,초코서당(초명),운에서 화가 강해지면 어떤 일이 일어날까요,20251128,28:13,,26,14941,https://www.youtube.com/watch?v=A8rWK0luiWQ
22,jiZdHvzKfv4,성공,,초코서당(초명),2026년 병오년에 일어날 환경 변화,20251121,47:44,,40,24897,https://www.youtube.com/watch?v=jiZdHvzKfv4
23,QlCGgC-Ocqk,성공,,초코서당(초명),나와 같은 사주를 가진 사람들,20251114,40:36,,37,19742,https://www.youtube.com/watch?v=QlCGgC-Ocqk
24,KLDPWKsjhMo,성공,,초코서당(초명),인류의 모든 사주를 계산해봤습니다,20251031,26:39,,33,12858,https://www.youtube.com/watch?v=KLDPWKsjhMo
25,mAk12tAOSJY,성공,,초코서당(초명),"양자역학으로 본 사주와 운명, 결정론의 허상",20251024,25:29,,19,13306,https://www.youtube.com/watch?v=mAk12tAOSJY
26,gbDyXTTHTxs,성공,,초코서당(초명),사주 좋은 병사들만 모아 전쟁하면 무조건 이길까?,20251018,18:34,,14,9992,https://www.youtube.com/watch?v=gbDyXTTHTxs
27,z_MqlchyWPg,성공,,초코서당(초명),천간과 지지의 차이,20251018,18:08,,13,9195,https://www.youtube.com/watch?v=z_MqlchyWPg
28,pRQRW6tRcDw,성공,,초코서당(초명),"강아지, 고양이도 사주 볼 수 있나요?",20250905,17:45,,19,9176,https://www.youtube.com/watch?v=pRQRW6tRcDw
29,y8Vgcp4H4I4,성공,,초코서당(초명),경쟁자가 배우자와 재산을 다 뺏어간다고? ㅋㅋㅋ,20250829,19:37,,15,10060,https://www.youtube.com/watch?v=y8Vgcp4H4I4
30,EKzoXPyjAac,성공,,초코서당(초명),사주로 보는 불안과 우울의 원인,20250822,21:02,,17,10521,https://www.youtube.com/watch?v=EKzoXPyjAac
31,UAQGqOd6wRw,성공,,초코서당(초명),극단적인 저세상(?) 사주 모음,20250815,17:27,,13,8786,https://www.youtube.com/watch?v=UAQGqOd6wRw
32,sC3-iYHCfaU,성공,,초코서당(초명),저는 화 운을 어떻게 대비하고 있을까요?,20250725,9:05,,8,4843,https://www.youtube.com/watch?v=sC3-iYHCfaU
33,DmbuIwudvEk,성공,,초코서당(초명),사주명리책 사지 마세요,20250718,31:44,,27,17292,https://www.youtube.com/watch?v=DmbuIwudvEk
34,aQGmn9bzHss,성공,,초코서당(초명),같은 화(火)라도 일간에 따라 작용이 다릅니다.,20250716,17:45,,15,9195,https://www.youtube.com/watch?v=aQGmn9bzHss
35,mgiNlvICLJk,성공,,초코서당(초명),"나의 직업과 돈 버는 전략, 사주가 답하다",20250711,25:12,,20,13268,https://www.youtube.com/watch?v=mgiNlvICLJk
36,uAlRQiKyBKA,성공,,초코서당(초명),사주전문가가 챗GPT로 사주보고 깨달은 점,20250704,14:56,,13,7785,https://www.youtube.com/watch?v=uAlRQiKyBKA
37,-YSebkN6jsA,성공,,초코서당(초명),일지에 따라 선호하는 배우자 유형이 다릅니다,20250704,18:09,,16,9193,https://www.youtube.com/watch?v=-YSebkN6jsA
38,rF5UexsQCj8,성공,,초코서당(초명),"머리좋고 똑똑한 사주의 본질, 금백수청과 목화통명",20250509,12:14,,10,6219,https://www.youtube.com/watch?v=rF5UexsQCj8
39,yWI3zFxW6g0,성공,,초코서당(초명),사주에 화 기운이 강하다면? 이런 날 조심하세요,20250620,12:05,,11,6183,https://www.youtube.com/watch?v=yWI3zFxW6g0
40,aQR2Um81E_4,성공,,초코서당(초명),편재가 천간에 떠야 부자다,20250502,12:14,,10,6151,https://www.youtube.com/watch?v=aQR2Um81E_4
41,WzDcx1eYpLI,성공,,초코서당(초명),"일지로 배우자, 건강, 직업을 알 수 있는 이유는?",20250426,13:58,,11,6875,https://www.youtube.com/watch?v=WzDcx1eYpLI
42,_JBE5OOnqBo,성공,,초코서당(초명),오행에 따라 달라지는 십성의 특징,20250418,14:38,,13,7662,https://www.youtube.com/watch?v=_JBE5OOnqBo
43,EOYvyD83unM,성공,,초코서당(초명),관살혼잡은 아무런 문제가 없다!,20250411,24:55,,19,12643,https://www.youtube.com/watch?v=EOYvyD83unM
44,GsJk0jrmPqQ,성공,,초코서당(초명),한겨울에 태어난 사주의 문제,20250325,14:20,,16,6940,https://www.youtube.com/watch?v=GsJk0jrmPqQ
45,RxSNnEscbEY,성공,,초코서당(초명),사주만 봐도 언제 죽는지 알 수 있다면,20250321,12:30,,12,6514,https://www.youtube.com/watch?v=RxSNnEscbEY
46,wswodcBqsQo,성공,,초코서당(초명),토 인성이 많은 분은 이렇게 해결하세요,20250318,19:56,,20,9509,https://www.youtube.com/watch?v=wswodcBqsQo
47,uvxYs4IH10Q,성공,,초코서당(초명),내 사주의 깨진 오행을 살리고 싶다면?,20250314,12:07,,14,6037,https://www.youtube.com/watch?v=uvxYs4IH10Q
48,0mHtSAb1Mpo,성공,,초코서당(초명),사주에 없는 오행이 들어오는 시기,20250307,5:57,,9,2756,https://www.youtube.com/watch?v=0mHtSAb1Mpo
49,D7Mt2UrTYGU,성공,,초코서당(초명),"내 사주 속 숨은 힘을 읽는 법 방법 / 왜 어떤 사람은 기운이 세고, 어떤 사람은 약할까? / 투간, 투출, 통근에 대한 모든 것",20250228,16:40,,19,7900,https://www.youtube.com/watch?v=D7Mt2UrTYGU
50,FELhO8z7F94,성공,,초코서당(초명),천간과 지지를 음양오행으로 보지 마세요,20250221,22:59,,20,11271,https://www.youtube.com/watch?v=FELhO8z7F94
51,zo73W1cQhik,성공,,초코서당(초명),갑목은 진토를 극하지 않는다,20250214,15:20,,14,7405,https://www.youtube.com/watch?v=zo73W1cQhik
52,MoWx3evGliQ,성공,,초코서당(초명),"사화(巳), 오화(午), 해수(亥), 자수(子)가 독특한 이유 / 체용론",20250207,25:15,,27,12004,https://www.youtube.com/watch?v=MoWx3evGliQ
53,vafUlOzUE9E,성공,,초코서당(초명),"갑진, 정미, 계축일주가 특별한 이유",20250131,11:56,,15,5555,https://www.youtube.com/watch?v=vafUlOzUE9E
54,l2LLa4IkJC0,성공,,초코서당(초명),사주명리로 보는 빅뱅과 생명의 탄생,20250124,6:25,,5,3305,https://www.youtube.com/watch?v=l2LLa4IkJC0
55,dHdc0RWTGls,성공,,초코서당(초명),사주로 보는 연애의 전략,20250111,16:48,,15,8613,https://www.youtube.com/watch?v=dHdc0RWTGls
56,vQU1XtmYmJk,성공,,초코서당(초명),사주팔자는 아무런 잘못이 없다,20250103,15:17,,14,7958,https://www.youtube.com/watch?v=vQU1XtmYmJk
57,X7NvVDd2exQ,성공,,초코서당(초명),여자들이 사주를 더 많이 보는 이유,20241224,7:04,,9,3492,https://www.youtube.com/watch?v=X7NvVDd2exQ
58,6vO-fHGeLdQ,성공,,초코서당(초명),사주로 내가 좋아하는 일을 찾는 방법,20241224,20:31,,17,10030,https://www.youtube.com/watch?v=6vO-fHGeLdQ
59,uzlDfStJJk0,성공,,초코서당(초명),25년 을사년 일간별 신년운세 모음,20241223,49:32,,46,23889,https://www.youtube.com/watch?v=uzlDfStJJk0
60,1WAy2D5nVCc,성공,,초코서당(초명),길신만 가득한 최고로 좋은 여자 사주,20241220,20:20,,20,9963,https://www.youtube.com/watch?v=1WAy2D5nVCc
61,E1FqaMsD3cw,성공,,초코서당(초명),사주로 보는 김건희의 마음/ 김건희가 윤석열과 결혼한 이유,20241217,21:11,,20,10660,https://www.youtube.com/watch?v=E1FqaMsD3cw
62,7ilwh0p5lpY,성공,,초코서당(초명),용신을 찾는 것보다 활용하는 방법이 더 중요합니다,20241213,11:57,,12,6050,https://www.youtube.com/watch?v=7ilwh0p5lpY
63,qW1zhy8sTsg,성공,,초코서당(초명),명리학자가 만난 최고의 사주,20241205,11:02,,10,5565,https://www.youtube.com/watch?v=qW1zhy8sTsg
64,gfwka248_Vg,성공,,초코서당(초명),사주로 보는 윤석열의 마음과 계엄령의 배경,20241206,17:31,,14,8935,https://www.youtube.com/watch?v=gfwka248_Vg
65,vrZY6CX5Dy0,성공,,초코서당(초명),사주로 보는 트럼프가 대통령이 된 이유,20241129,18:42,,15,9524,https://www.youtube.com/watch?v=vrZY6CX5Dy0
66,eBt3vuk_KpU,성공,,초코서당(초명),25년 을사년 신년운세 총론 / 화려한 꽃을 피우기 위한 나만의 방법은?,20241115,21:46,,22,10676,https://www.youtube.com/watch?v=eBt3vuk_KpU
67,nTkTpmOx-Q8,성공,,초코서당(초명),편관이 힘들게 해도 웃는 자가 일류다,20241115,20:10,,23,9557,https://www.youtube.com/watch?v=nTkTpmOx-Q8
68,ffTo4sCnOHg,성공,,초코서당(초명),밤에 잠을 아껴야 수 기운이 들어올까?,20241108,7:12,,7,3600,https://www.youtube.com/watch?v=ffTo4sCnOHg
69,Ibz48WPopYM,성공,,초코서당(초명),신약한 사주가 살아가는 법,20241025,14:58,,12,7272,https://www.youtube.com/watch?v=Ibz48WPopYM
70,IeAl9HkHxhg,성공,,초코서당(초명),1억을 준대도 출산택일을 안하는 이유,20241011,14:06,,12,7224,https://www.youtube.com/watch?v=IeAl9HkHxhg
71,cX7ZQ-MoOFk,성공,,초코서당(초명),신강한 사주가 살아가는 모습,20240927,12:38,,11,6136,https://www.youtube.com/watch?v=cX7ZQ-MoOFk
72,WiY1ku_AqNg,성공,,초코서당(초명),대세운의 합과 충 해석법/ 초명 명리 중급 심화 맛보기 강의,20240921,1:44:37,,572,30591,https://www.youtube.com/watch?v=WiY1ku_AqNg
73,N8oqrpRS8uw,성공,,초코서당(초명),아이 낳는 사람이 바보인 명리학적 이유,20240914,13:47,,15,6901,https://www.youtube.com/watch?v=N8oqrpRS8uw
74,O_boVjTSnkA,성공,,초코서당(초명),사주는 없다,20240913,17:52,,15,9123,https://www.youtube.com/watch?v=O_boVjTSnkA
75,AcTC59jt8qs,성공,,초코서당(초명),겁재의 성격이 달라지는 이유,20240906,20:10,,20,9970,https://www.youtube.com/watch?v=AcTC59jt8qs
76,jhI9lkSGFKw,성공,,초코서당(초명),대운을 어떻게 해석해야 할까? / 중급 심화반 수업 안내,20240905,9:21,,7,4673,https://www.youtube.com/watch?v=jhI9lkSGFKw
77,_dztv4Uw95I,성공,,초코서당(초명),태어난 시간이 운명을 결정한다,20240830,15:10,,13,7393,https://www.youtube.com/watch?v=_dztv4Uw95I
78,o4IkXat87cs,성공,,초코서당(초명),사주로 알게 된 나의 미래,20240823,36:22,,31,17986,https://www.youtube.com/watch?v=o4IkXat87cs
79,sdGUxQ-eiI4,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 인생에 돈이 크게 들어오는 10년은 정해져 있습니다 | 내 사주 만세력 속 7가지 큰 돈 모이는 재물대운 시기(+돈 버는 법!),20260711,28:19,,24,17265,https://www.youtube.com/watch?v=sdGUxQ-eiI4
80,g_pf1FHQGVs,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 즉석에서 신령님이 알려주시는 결국 부자되는 사람들의 인생(ft.운명전쟁 49 천명도사),20260426,51:59,,45,31264,https://www.youtube.com/watch?v=g_pf1FHQGVs
81,mEpzUdYQEaQ,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,사주보다 선명하게 사람 속마음이 보인다!?🫣ㅣ자미두수로 보는 내 사람 vs 거를 사람(EP.1),20260524,24:22,,21,14693,https://www.youtube.com/watch?v=mEpzUdYQEaQ
82,LTnuvjiwvLY,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 천을귀인처럼 좋은 신살이 잘 발현되는 사람들은 따로 있습니다ㅣ있으면 좋은 길살 모음집😇,20250710,23:21,,29,13511,https://www.youtube.com/watch?v=LTnuvjiwvLY
83,a3qufG3oEug,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주]작년에 난리난 26년 사주 연애운 캘린더📅l월별로 정리한 연애운, 이성운, 이별운 특징(부부궁합 및 모든 일간, 일지별 총정리💞)",20260421,51:17,,44,32593,https://www.youtube.com/watch?v=a3qufG3oEug
84,J6yMBhXevK8,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 토 있는 사주, 화개살 사주가 사업운, 재물복으로 연결되는 이유ㅣ토 사주는 결국 돈을 많이 법니다",20250811,20:59,,17,11862,https://www.youtube.com/watch?v=J6yMBhXevK8
85,5nHIVlZcpdA,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 요즘 시대엔 특정 오행이 없는 사주가 더 큰 기회를 가집니다ㅣ요즘 잘 풀리는 사주 특징과 보는법👀,20251114,33:41,,27,19446,https://www.youtube.com/watch?v=5nHIVlZcpdA
86,wWFGPqEbinc,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 혼자 살면 오히려 좋은 사주팔자 유형 총정리👍ㅣ결혼 늦게 하는 사주가 인생이 풀리는 이유 (ft.오행별 특징),20251120,25:16,,38,14834,https://www.youtube.com/watch?v=wWFGPqEbinc
87,Q69NMW8ceEc,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 2027년 붉은 양의 해 미리보는 운세 리딩법⭐ㅣ만세력으로 쉽게 보는 내 인생 시나리오(구체적으로 어떻게 풀릴지 확인하는 법),20260618,25:04,,21,15178,https://www.youtube.com/watch?v=Q69NMW8ceEc
88,nNuYJ3WYNIU,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,내 사주팔자 아래 줄에 숨겨진 나의 진짜 재능과 무기ㅣ지지로 보는 인생 반전카드 🃝🃞,20250622,19:14,,17,11165,https://www.youtube.com/watch?v=nNuYJ3WYNIU
89,rXNlPbwUt3Q,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 이재명 후보의 사주풀이와 대통령 당선 시 대한민국의 변화 예측🗳️🇰🇷 (놀라운 일들이 기다리고 있다..?),20250526,19:56,,16,11119,https://www.youtube.com/watch?v=rXNlPbwUt3Q
90,MKn_My9P2_s,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 금 많은 사주, 경금, 신금일간 26년 신년운세 및 기대되는 좋은 일들 (유형별 자세한 정리🪨💎)",20260122,43:28,,37,25139,https://www.youtube.com/watch?v=MKn_My9P2_s
91,obnysj4TEv8,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 2026년 월별로 자세하게 정리한 재물운💸ㅣ알아두면 큰돈 잡을 기회 있는 금전운 캘린더 (26년 재물운 2탄),20260219,1:02:09,,52,38248,https://www.youtube.com/watch?v=obnysj4TEv8
92,1mRtMD6TXQg,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 2026년 이성운, 연애운 좋은 사주💖ㅣ병오년 도파민 연애 시대, 올해 연애운 좋은 일간·일지 총정리",20260410,24:58,,46,15514,https://www.youtube.com/watch?v=1mRtMD6TXQg
93,Hdn_wEMauGQ,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 불이 많은 사주, 병화, 정화일간에게 생길 26년 좋은 일들과 26년 신년운세 (유형별 자세한 정리☀️🌙🔥)",20260108,43:06,,37,25304,https://www.youtube.com/watch?v=Hdn_wEMauGQ
94,nygIAOJA5nw,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,사주로 본 뉴진스 계속 활동할 수 있을까?ㅣ사주로 보면 더 소름돋는 민희진과 뉴진스의 관계성😨,20240605,15:23,,19,8691,https://www.youtube.com/watch?v=nygIAOJA5nw
95,GY_jTMvvxL0,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 토 많은 사주, 무토, 기토일간 26년 신년운세 및 기대되는 좋은 일들 (유형별 자세한 정리🟡)",20260114,47:03,,42,27989,https://www.youtube.com/watch?v=GY_jTMvvxL0
96,UqPE99sviz0,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,[사주] 26년부터 홍염살 사주가 도화살보다 강력하게 발현됩니다ㅣ홍염살 사주 추천 개운법🌺,20251214,15:16,,12,8118,https://www.youtube.com/watch?v=UqPE99sviz0
97,VSuNGpYP_RM,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 나는 언제 잘될까? 내 사주 화개살이 발현되는 시기, 년도 보는 법ㅣ진짜 강력한 '화개살'의 조건💫",20250718,13:47,,12,7972,https://www.youtube.com/watch?v=VSuNGpYP_RM
98,UGiCEV6yYug,성공,,도화도르- 사주팔자 쉽게 풀어주는 남자,"[사주] 25년 상반기부터 27년까지 '특급' 좋은 사주 4가지 완벽 분석☯️ㅣ60년만에 온 화의 시대, 이런 것들이 좋아집니다",20250517,16:59,,15,10127,https://www.youtube.com/watch?v=UGiCEV6yYug
99,GvtNBLn6_Ik,성공,,STUDIO CHOOM [스튜디오 춤],LE SSERAFIM(르세라핌) 'BOOMPALA' (4K) | MOVE TO PERFORMANCE,20260522,3:27,,3,1355,https://www.youtube.com/watch?v=GvtNBLn6_Ik
100,OQoGuu4D_gI,성공,,윤석종,"""하이닉스를 미국주식으로 사라고요...?"" 129만 경제 유튜버님, 사과 안하세요? (feat. 재파, 재테크 읽어주는파일럿)",20260711,16:13,,15,9864,https://www.youtube.com/watch?v=OQoGuu4D_gI
101,adbzlafaesU,성공,,엠뚜루마뚜루 : MBC 공식 종합 채널,[전참시] 한 번도 빛난 적 없었던 리센느의 향으로 온 세상을 물들여💗 | #리센느 #원이 #미나미 MBC260711방송,20260712,28:26,,79,10854,https://www.youtube.com/watch?v=adbzlafaesU
102,XkkEM40VwFo,성공,,BewhY,BewhY (비와이) - SOUTHSIDE FREESTYLE (Official Video),20260508,2:53,,9,1175,https://www.youtube.com/watch?v=XkkEM40VwFo
103,cz62--Of5dc,성공,,올스,[3분 HL] 8강 노르웨이 VS 잉글랜드 | KBS 260712 방송,20260712,3:50,,10,1723,https://www.youtube.com/watch?v=cz62--Of5dc
104,Apxi-9FfI3M,성공,,애슬레틱 라이프 Athletic Life,FIFA는 왜 21살 유튜버에게 월드컵을 맡겼을까?,20260712,8:26,,7,4582,https://www.youtube.com/watch?v=Apxi-9FfI3M
,jY6TCArL3hY,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=jY6TCArL3hY
,I1ZESmsJ8l0,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=I1ZESmsJ8l0
,yUZosfgYJdQ,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=yUZosfgYJdQ
,FJMxMJkHhnA,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=FJMxMJkHhnA
,qLIgOoA-hZ0,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=qLIgOoA-hZ0
,4UOFq6XHt60,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=4UOFq6XHt60
,74G_oLUOadU,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=74G_oLUOadU
,P6Ai83qwPJo,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=P6Ai83qwPJo
,onBX2HMx0d4,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=onBX2HMx0d4
,t8LY1Y9Nntg,실패,멤버십 전용(접근 불가),,,,,,0,0,https://www.youtube.com/watch?v=t8LY1Y9Nntg
105,2GJfWMYCWY0,성공,,BLACKPINK,BLACKPINK - ‘GO’ M/V,20260227,3:21,,22,797,https://www.youtube.com/watch?v=2GJfWMYCWY0
106,abskiSwixec,성공,,마인드 명리,[2026년 7월 운세] 병오년 을미월 일간별 운세 완벽정리!,20260703,41:37,,48,20051,https://www.youtube.com/watch?v=abskiSwixec
107,7YJ_C9Yuoz4,성공,,ZUYONI TECH,애플 스디플 그돈씨? 160만원 더 싼 맥북 찰떡 모니터 등장?,20260210,15:22,,18,7254,https://www.youtube.com/watch?v=7YJ_C9Yuoz4
108,83C3TZ4Zm_o,성공,,SMTOWN,aespa 에스파 'LEMONADE' MV,20260529,3:11,,3,1991,https://www.youtube.com/watch?v=83C3TZ4Zm_o
109,ao7AymCB6uc,성공,,10 March,AI에 명운을 거는 국가들 | 반도체 투자의 핵심 리스크,20260712,10:27,,8,4740,https://www.youtube.com/watch?v=ao7AymCB6uc
110,TXPK9N0AEcY,성공,,[ALTUBE] 김성현TV,짬뽕 배달 와서 게임 빨리 끝낸다길래 공격 안 가고 1시간 동안 수비만 해봤습니다ㅋㅋ,20260711,49:44,,212,16299,https://www.youtube.com/watch?v=TXPK9N0AEcY
111,6D0CxKlD9Pw,성공,,MOONDONALD,구속될 각오로 올리는 영상입니다,20260708,25:57,,21,14774,https://www.youtube.com/watch?v=6D0CxKlD9Pw
112,DnT1933rvrE,성공,,"도원쌤의 치유TV(명리&명상, 운동)",내 사주에 숨겨진 부의 열쇠 | 식상생재란?,20250310,32:20,,176,10696,https://www.youtube.com/watch?v=DnT1933rvrE
113,sH22ypRpjf8,성공,,tvN SPORTS,[UFC] 니키타 크릴로프 vs 로버트 휘태커,20260712,15:34,,35,7210,https://www.youtube.com/watch?v=sH22ypRpjf8
114,CQAoatYfCQk,성공,,쵸파 TV,진정한 조이보이 (원피스 1188화 스포),20260708,1:00,,1,485,https://www.youtube.com/watch?v=CQAoatYfCQk
115,aAZwwo-3GcM,성공,,짤비돌,르세라핌 붐팔라 공개 후 의문점,20260527,25,,5,32,https://www.youtube.com/watch?v=aAZwwo-3GcM
116,TI3PIiQyZZI,성공,,돌섬,레전드 엔딩으로 끝난 맥그리거 할로웨이 경기 결과,20260712,28,,1,292,https://www.youtube.com/watch?v=TI3PIiQyZZI
117,uvzD3CWbEAo,성공,,PpP,리센느 싸움 영상 유출됨   #미나미 #제나,20260609,29,,3,38,https://www.youtube.com/watch?v=uvzD3CWbEAo
118,PtZbfqDgIvY,성공,,삐팝,리센느 1위 직전 꺾어야한단 1군 아이돌? 에스파 레모네이드,20260617,18,,3,41,https://www.youtube.com/watch?v=PtZbfqDgIvY
119,dZs_cLHfnNA,성공,,HYBE LABELS,"LE SSERAFIM (르세라핌) ‘이브, 프시케 그리고 푸른 수염의 아내’ OFFICIAL M/V",20230523,3:48,,21,1314,https://www.youtube.com/watch?v=dZs_cLHfnNA
120,JJ84ZyVoH0o,성공,,Archive of Thought,제3의 눈이 열리면 벌어지는 일 (칼융과 차크라),20260426,17:45,,208,6707,https://www.youtube.com/watch?v=JJ84ZyVoH0o
121,4rKeGsHa0lE,성공,,VirginSnow0101,241117 KGMA 윈터 winter 에스파 aespa Whiplash 4K 60 직캠,20241122,3:41,,21,142,https://www.youtube.com/watch?v=4rKeGsHa0lE
122,2NVrg-umX84,성공,,JTBC Sports,[3분 하이라이트] 8강 노르웨이 VS 잉글랜드｜2026 FIFA 북중미 월드컵,20260712,4:06,,22,1300,https://www.youtube.com/watch?v=2NVrg-umX84
123,RoDm_p9lZRE,성공,,올스,[3분 HL] 8강 아르헨티나 VS 스위스 | KBS 260712 방송,20260712,3:41,,9,1557,https://www.youtube.com/watch?v=RoDm_p9lZRE
124,_hjMxDrak-U,성공,,JTBC News,[하이라이트] 아르헨티나 : 스위스 | 2026 북중미 월드컵 8강｜지금 월드컵,20260712,4:17,,20,1468,https://www.youtube.com/watch?v=_hjMxDrak-U
125,59ZSlonVGOo,성공,,올스,[3분 HL] 8강 스페인 VS 벨기에 | KBS 260711 방송 [유료광고포함],20260711,3:45,,9,1476,https://www.youtube.com/watch?v=59ZSlonVGOo
126,KQRG9KvLjSk,성공,,KBS News,[하이라이트] 8강 프랑스 vs 모로코 / KBS 2026.07.10.,20260710,3:38,,6,1588,https://www.youtube.com/watch?v=KQRG9KvLjSk
127,ODZBXHGOt84,성공,,올스,VAR 도입한 이유.mp4 (잡았다 요놈!) 8강 아르헨티나 vs 스위스,20260712,3:01,,9,1267,https://www.youtube.com/watch?v=ODZBXHGOt84
128,raSgQTSzoAo,성공,,JTBC News,[하이라이트] 프랑스 : 모로코 | 2026 북중미 월드컵 8강｜지금 월드컵,20260710,4:09,,9,1570,https://www.youtube.com/watch?v=raSgQTSzoAo
129,TsXTxYrFzFU,성공,,JTBC Sports,[3분 하이라이트] 8강 프랑스 VS 모로코｜2026 FIFA 북중미 월드컵,20260710,4:05,,14,1654,https://www.youtube.com/watch?v=TsXTxYrFzFU
